cik,date,value,component
1625123,2015-01-01,1,adoption_domestic
1625426,2015-01-01,1,adoption_domestic
1626745,2015-01-01,1,adoption_domestic
1626941,2015-01-01,1,adoption_domestic
1961,2016-01-01,1,adoption_domestic
4447,2016-01-01,1,adoption_domestic
93410,2016-01-01,1,adoption_domestic
713676,2016-01-01,1,adoption_domestic
719739,2016-01-01,1,adoption_domestic
783005,2016-01-01,1,adoption_domestic
863895,2016-01-01,1,adoption_domestic
878802,2016-01-01,1,adoption_domestic
899629,2016-01-01,1,adoption_domestic
920760,2016-01-01,1,adoption_domestic
933141,2016-01-01,1,adoption_domestic
1034842,2016-01-01,1,adoption_domestic
1126003,2016-01-01,1,adoption_domestic
1130713,2016-01-01,1,adoption_domestic
1138724,2016-01-01,1,adoption_domestic
1163165,2016-01-01,1,adoption_domestic
1277856,2016-01-01,1,adoption_domestic
1288359,2016-01-01,1,adoption_domestic
1337298,2016-01-01,1,adoption_domestic
1360442,2016-01-01,1,adoption_domestic
1364742,2016-01-01,1,adoption_domestic
1380393,2016-01-01,1,adoption_domestic
1436229,2016-01-01,1,adoption_domestic
1438461,2016-01-01,1,adoption_domestic
1458962,2016-01-01,1,adoption_domestic
1463258,2016-01-01,1,adoption_domestic
1504464,2016-01-01,1,adoption_domestic
1527531,2016-01-01,1,adoption_domestic
1527795,2016-01-01,1,adoption_domestic
1528503,2016-01-01,1,adoption_domestic
1529658,2016-01-01,1,adoption_domestic
1530219,2016-01-01,1,adoption_domestic
1532826,2016-01-01,1,adoption_domestic
1532961,2016-01-01,1,adoption_domestic
1533106,2016-01-01,1,adoption_domestic
1535456,2016-01-01,1,adoption_domestic
1535706,2016-01-01,1,adoption_domestic
1536226,2016-01-01,1,adoption_domestic
1541451,2016-01-01,1,adoption_domestic
1542830,2016-01-01,1,adoption_domestic
1543042,2016-01-01,1,adoption_domestic
1544629,2016-01-01,1,adoption_domestic
1545018,2016-01-01,1,adoption_domestic
1548266,2016-01-01,1,adoption_domestic
1548599,2016-01-01,1,adoption_domestic
1550120,2016-01-01,1,adoption_domestic
1550221,2016-01-01,1,adoption_domestic
1552327,2016-01-01,1,adoption_domestic
1552328,2016-01-01,1,adoption_domestic
1553817,2016-01-01,1,adoption_domestic
1554776,2016-01-01,1,adoption_domestic
1556487,2016-01-01,1,adoption_domestic
1556601,2016-01-01,1,adoption_domestic
1556811,2016-01-01,1,adoption_domestic
1556965,2016-01-01,1,adoption_domestic
1557805,2016-01-01,1,adoption_domestic
1558013,2016-01-01,1,adoption_domestic
1558441,2016-01-01,1,adoption_domestic
1558546,2016-01-01,1,adoption_domestic
1559450,2016-01-01,1,adoption_domestic
1560456,2016-01-01,1,adoption_domestic
1561726,2016-01-01,1,adoption_domestic
1561727,2016-01-01,1,adoption_domestic
1566053,2016-01-01,1,adoption_domestic
1566140,2016-01-01,1,adoption_domestic
1566543,2016-01-01,1,adoption_domestic
1566544,2016-01-01,1,adoption_domestic
1567572,2016-01-01,1,adoption_domestic
1569414,2016-01-01,1,adoption_domestic
1571236,2016-01-01,1,adoption_domestic
1572493,2016-01-01,1,adoption_domestic
1573946,2016-01-01,1,adoption_domestic
1575190,2016-01-01,1,adoption_domestic
1575686,2016-01-01,1,adoption_domestic
1576047,2016-01-01,1,adoption_domestic
1577545,2016-01-01,1,adoption_domestic
1578422,2016-01-01,1,adoption_domestic
1578423,2016-01-01,1,adoption_domestic
1578533,2016-01-01,1,adoption_domestic
1579306,2016-01-01,1,adoption_domestic
1580013,2016-01-01,1,adoption_domestic
1580891,2016-01-01,1,adoption_domestic
1581653,2016-01-01,1,adoption_domestic
1582037,2016-01-01,1,adoption_domestic
1582605,2016-01-01,1,adoption_domestic
1584492,2016-01-01,1,adoption_domestic
1585067,2016-01-01,1,adoption_domestic
1585673,2016-01-01,1,adoption_domestic
1586883,2016-01-01,1,adoption_domestic
1587234,2016-01-01,1,adoption_domestic
1587497,2016-01-01,1,adoption_domestic
1587980,2016-01-01,1,adoption_domestic
1587981,2016-01-01,1,adoption_domestic
1588251,2016-01-01,1,adoption_domestic
1589802,2016-01-01,1,adoption_domestic
1589803,2016-01-01,1,adoption_domestic
1589804,2016-01-01,1,adoption_domestic
1590058,2016-01-01,1,adoption_domestic
1590231,2016-01-01,1,adoption_domestic
1590757,2016-01-01,1,adoption_domestic
1593034,2016-01-01,1,adoption_domestic
1593269,2016-01-01,1,adoption_domestic
1594100,2016-01-01,1,adoption_domestic
1594136,2016-01-01,1,adoption_domestic
1595710,2016-01-01,1,adoption_domestic
1595726,2016-01-01,1,adoption_domestic
1596958,2016-01-01,1,adoption_domestic
1597339,2016-01-01,1,adoption_domestic
1599714,2016-01-01,1,adoption_domestic
1600823,2016-01-01,1,adoption_domestic
1600824,2016-01-01,1,adoption_domestic
1600831,2016-01-01,1,adoption_domestic
1601617,2016-01-01,1,adoption_domestic
1601705,2016-01-01,1,adoption_domestic
1601744,2016-01-01,1,adoption_domestic
1603578,2016-01-01,1,adoption_domestic
1603669,2016-01-01,1,adoption_domestic
1604083,2016-01-01,1,adoption_domestic
1604119,2016-01-01,1,adoption_domestic
1605257,2016-01-01,1,adoption_domestic
1606442,2016-01-01,1,adoption_domestic
1607484,2016-01-01,1,adoption_domestic
1607641,2016-01-01,1,adoption_domestic
1607865,2016-01-01,1,adoption_domestic
1609671,2016-01-01,1,adoption_domestic
1610486,2016-01-01,1,adoption_domestic
1610796,2016-01-01,1,adoption_domestic
1612124,2016-01-01,1,adoption_domestic
1612126,2016-01-01,1,adoption_domestic
1612518,2016-01-01,1,adoption_domestic
1614033,2016-01-01,1,adoption_domestic
1616666,2016-01-01,1,adoption_domestic
